NEWID,INCLASS,FINCBTXM,iTotalExp,iFoodAtHome,iFoodAway,iHousing,otherHousing,iUtilites,iClothingAndBeauty,iTransportation,iHealthcare,iEntertainment,iMiscellaneous,iCharitableAndFamilyGiving,iInsurance,iEducation,iHousingPrinciple
2978103,2,15826.0,27910.799999999996,3120.0,1820.000000000004,6600.0,444.0,336.0,323.99999999999994,5064.0,6834.8,2556.0,228.0,584.0,0.0,0.0,0.0
2978223,2,10259.0,10235.999999999996,1299.999999999996,780.0,4200.0,0.0,1004.0,360.0,840.0,504.0,1248.0,0.0,0.0,0.0,0.0,0.0
2989333,6,53000.0,26688.000000000015,2600.000000000004,1040.0000000000005,8712.0,3900.000000000004,2232.0,80.00000000000003,3312.0,420.0,4392.0,0.0,0.0,0.0,0.0,2664.0
2992033,5,40296.4,26475.999999999996,1160.0000000000005,1160.0000000000005,9600.0,2896.0,2436.0,600.0,5563.999999999997,880.0,1940.0,240.0,0.0,0.0,0.0,0.0
2993303,1,1329.2,28018.799999999992,2340.0,519.9999999999995,19200.0,680.0,2860.0,80.0,360.0,1258.8000000000002,560.0,0.0,160.0,0.0,0.0,0.0
2994253,3,20188.0,18979.999999999993,4919.999999999996,1100.0,1620.0,1728.0000000000002,2464.0,1143.9999999999993,472.0,892.0,3804.0,0.0,836.0,0.0,0.0,0.0
2996573,4,34787.6,36662.0,1940.000000000004,5199.999999999995,8244.0,2250.0000000000005,6196.0,1180.0,2104.0,6840.0,1524.0,684.0,500.0,0.0,0.0,4004.0
2997623,5,50000.0,37896.0,1299.999999999996,1820.000000000004,6600.0,2419.999999999996,7604.0,256.0,14124.0,792.0,1876.0,1104.0,0.0,0.0,0.0,0.0
2999573,2,19084.0,26564.0,1560.0,51.999999999999964,19200.0,2859.999999999996,1680.0,0.0,852.0,0.0,360.0,0.0,0.0,0.0,0.0,13448.0
2999793,3,26000.0,20347.999999999996,2103.999999999996,24.0,4776.0,0.0,1680.0,720.0,1200.0,8260.0,1584.0,0.0,0.0,0.0,0.0,0.0
3002803,2,16716.0,15832.0,3900.0,416.0000000000004,8340.0,872.0,1032.0,120.0,736.0000000000001,0.0,416.0,0.0,0.0,0.0,0.0,0.0
3007753,4,35782.6,22224.0,2036.000000000004,1299.999999999996,5316.0,3384.0,2224.0,0.0,1576.0,4556.0,1636.0,196.0,0.0,0.0,0.0,1592.0
3008103,3,22879.0,42356.000000000015,3800.000000000004,5980.0,12300.0,9443.999999999996,1668.0,720.0,3680.0,520.0,2164.0,480.0,1600.0,0.0,0.0,5496.0
3008563,3,24319.0,24678.8,4836.0,519.9999999999995,4740.0,4038.0000000000005,2740.0,480.0,1800.0,3982.7999999999997,888.0,334.0,320.0,0.0,0.0,1548.0
